name	gb number	isolate	isolation_source	lat_lon	country	lab_host	collected_by	culture_collection	host	note	Authors	Title	journal	pubmed_id
>Alveolata_Ciliophora_Intramacronucleata_Oligohymenophorea_Trichodina_sp._TEI-2012	JQ821348	CF6	freshwater	0.22 N 32.53 E	Uganda		A.L. Steigen, A. Nylund		Clarias gariepinus (African sharptooth catfish)		 Isaksen,T.E., Steigen,A.L., Nylund,A. and Plarre,H.	 Pathogens from gills of farmed fish in Kajansi, Uganda	 Unpublished	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globorotalia_menardii	KM194052			0.4517 S 59.1892 E			Kate F. Darling				 Morard,R., Darling,K.F., Mahe,F., Christen,R., Ujiie,Y., Weiner,A.K.M., Aurahs,R., Andre,A., Wade,C.M., Seears,H.A., Kucera,M. and de Vargas,C.	 PF-R(2)	 Unpublished	
>Rhizaria_Cercozoa_Cercomonadida_Cercomonadidae_Massisteria_sp._diva	EF405689		sediment-water interface, Western Guinea Abyssal Plain, -5142 m.	0.833 N 5.583 W							 Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.	 Genetically homogenous populations of flagellate morphospecies across several deep-sea abyssal plains of the South-East Atlantic Ocean	 Unpublished	
>Rhizaria_Cercozoa_Cercomonadida_Cercomonadidae_Massisteria_sp._diva	EF405680		sediment-water interface, Western Guinea Abyssal Plain, -5136 m.	0.835 N 5.585 W							 Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.	 Genetically homogenous populations of flagellate morphospecies across several deep-sea abyssal plains of the South-East Atlantic Ocean	 Unpublished	
>Rhizaria_Foraminifera_Rotaliida_Hantkeninoidea_Hastigerinella_digitata	KM193939			10.01378 S 41.68737 E			Kate F. Darling				 Morard,R., Darling,K.F., Mahe,F., Christen,R., Ujiie,Y., Weiner,A.K.M., Aurahs,R., Andre,A., Wade,C.M., Seears,H.A., Kucera,M. and de Vargas,C.	 PF-R(2)	 Unpublished	
>Rhizaria_Foraminifera_Rotaliida_Hantkeninoidea_Hastigerinella_digitata	KM193934			10.01378 S 41.68737 E			Kate F. Darling				 Morard,R., Darling,K.F., Mahe,F., Christen,R., Ujiie,Y., Weiner,A.K.M., Aurahs,R., Andre,A., Wade,C.M., Seears,H.A., Kucera,M. and de Vargas,C.	 PF-R(2)	 Unpublished	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_siphonifera	KF769771	48		10.023 S 42.1457 E	Indian Ocean: Western Indian Ocean					genotype: IIa4	 Weiner,A.K., Weinkauf,M.F., Kurasawa,A., Darling,K.F., Kucera,M. and Grimm,G.W.	 Phylogeography of the tropical planktonic foraminifera lineage globigerinella reveals isolation inconsistent with passive dispersal by ocean currents	 PLoS ONE 9 (3), E92148 (2014)	24663038
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_calida	KM194148			10.02337 S 53.04742 E			Kate F. Darling				 Morard,R., Darling,K.F., Mahe,F., Christen,R., Ujiie,Y., Weiner,A.K.M., Aurahs,R., Andre,A., Wade,C.M., Seears,H.A., Kucera,M. and de Vargas,C.	 PF-R(2)	 Unpublished	
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_siphonifera	KF769566	47		10.024 S 42.1457 E	Indian Ocean: Western Indian Ocean					genotype: Ia	 Weiner,A.K., Weinkauf,M.F., Kurasawa,A., Darling,K.F., Kucera,M. and Grimm,G.W.	 Phylogeography of the tropical planktonic foraminifera lineage globigerinella reveals isolation inconsistent with passive dispersal by ocean currents	 PLoS ONE 9 (3), E92148 (2014)	24663038
>Rhizaria_Foraminifera_Rotaliida_Globigerinacea_Globigerinella_calida	KJ202251	125		10.381 S 167.125 E	Pacific Ocean					genotype: IIIc	 Weiner,A.K.M., Weinkauf,M.F.G., Kurasawa,A., Darling,K.F. and Kucera,M.	 Genetic and morphometric evidence for parallel evolution of the Globigerinella calida morphotype	 Mar. Micropaleontol. 114, 19-35 (2015)	
